,Time,data,label
8,[00:44.24,Knockin on the doors with rejection (rejection),Happy
9,[00:49.28,And you'll see(you'll see) cause if it's meant to be,Happy
10,[00:53.93,Nothing can compare to deserving your dreams,Happy
11,[00:58.50,,Happy
12,[00:59.27,"It's amazing, it's amazing",Happy
13,[01:04.18,All that you can do,Happy
14,[01:08.80,"It's amazing, it makes my heart sing",Happy
15,[01:13.79,Now it's up to you,Happy
16,[01:18.95,,Happy
17,[01:19.00,Patience now frustration's in the air,Happy
18,[01:22.92,And people who don't care,Happy
19,[01:25.63,Well it's gonna get you down,Happy
20,[01:27.71,And you'll (you'll) fall (fall),Happy
21,[01:30.00,Yes you will hit a wall,Happy
22,[01:32.23,Get back on your feet,Happy
23,[01:34.60,And you'll be stronger and smarter,Happy
24,[01:37.20,,Happy
25,[01:37.30,And I know cause I've been there before,Happy
26,[01:41.86,Knockin down the doors won't take no for an answer,Happy
27,[01:47.00,And you'll see cause if it's meant to be,Happy
28,[01:51.47,Nothing can compare to deserving your dreams,Happy
29,[01:56.57,,Happy
30,[01:57.30,"It's amazing, it's amazing",Happy
31,[02:02.79,All that you can do,Happy
32,[02:06.88,"It's amazing, it makes my heart sing",Happy
33,[02:11.94,Now it's up to you,Happy
34,[02:17.01,,Happy
35,[02:55.00,"It's amazing, it's amazing",Happy
36,[03:00.72,All that you can do,Happy
37,[03:05.56,"It's amazing, it makes my heart sing",Happy
38,[03:10.57,Now it's up to you,Happy
39,[03:15.16,,Happy
40,[03:15.20,"It's amazing, it's amazing",Happy
41,[03:20.09,All that you can do,Happy
42,[03:24.92,"It's amazing, it makes my heart sing",Happy
43,[03:29.94,Now it's up to you,Happy
44,[03:34.45,Ahh-ahh-ahh,Happy
45,[03:53.50,,Happy
0,[00:17.88,When you were all there,Happy
1,[00:22.71,I was loving being nowhere,Happy
2,[00:26.52,"My inside, outside",Happy
3,[00:30.38,Kept on looking for a new high,Happy
4,[00:34.24,But now that storm has gone,Happy
5,[00:38.05,I know it's never coming back,Happy
6,[00:41.91,You know me,Happy
7,[00:43.85,Cuz it feels like,Happy
8,[00:46.74,You've gotta be in my life,Happy
9,[00:51.57,And it feels like,Happy
10,[00:54.58,Nobody knows the truth,Happy
11,[00:58.27,Only me and you,Happy
12,[01:02.16,It's not over,Happy
13,[01:12.38,"Back then, I would",Happy
14,[01:14.65,Try to get with everyone that I could,Happy
15,[01:20.30,"You've chained me, I'm caught",Happy
16,[01:24.22,Gave me everything that you've got,Happy
17,[01:27.97,The situation changed,Happy
18,[01:31.88,I'm just a player in your game,Happy
19,[01:35.68,You know this,Happy
20,[01:37.67,Cuz it feels like,Happy
21,[01:40.55,You've gotta be in my life,Happy
22,[01:45.32,And it feels like,Happy
23,[01:48.21,Nobody knows the truth,Happy
24,[01:52.43,Only me and you,Happy
25,[01:55.91,It's not over,Happy
26,[02:00.67,I don't want us to break down,Happy
27,[02:04.09,Cuz all the people are so load,Happy
28,[02:08.15,I'm just hoping we're strong enough to make it,Happy
29,[02:31.82,Cuz it feels like,Happy
30,[02:34.60,You've gotta be in my life,Happy
31,[02:39.42,And it feels like,Happy
32,[02:42.21,Nobody knows the truth,Happy
33,[02:45.95,Only me and you,Happy
34,[02:49.97,It's not over,Happy
35,[03:01.99,Nobody knows the truth,Happy
36,[03:05.84,Only me and you,Happy
37,[03:09.74,It's not over,Happy
38,[03:11.07,,Happy
39,[03:13.07,,Happy
40,[03:15.07,,Happy
0,[00:02.60,Sh-shorty who dat you think always missing you Iyiyi,Happy
1,[00:06.52,Can not get enough of kissing you I don't cry Iyiyi,Happy
2,[00:09.76,Ok I shed a tear or two on the grind Iyiyi,Happy
3,[00:12.63,But girl ain't no forgetting you 'cause,Happy
4,[00:14.10,,Happy
5,[00:14.73,Every minute every second,Happy
6,[00:16.98,Every hour of the day Iyiyi,Happy
7,[00:19.94,Every hour of the day Iyiyi,Happy
8,[00:22.95,Everytime that I'm away Iyiyi,Happy
9,[00:25.65,"Missing You, missing You",Happy
10,[00:27.00,Every moment that is stolen,Happy
11,[00:28.96,It can never be replaced Iyiyi,Happy
12,[00:31.92,Even if it's for a day Iyiyi,Happy
13,[00:35.02,I'm a text you up to say Iyiyi,Happy
14,[00:37.50,"Missing You, missing You",Happy
15,[00:38.50,,Happy
16,[00:39.17,Oh baby whenever I'm gone,Happy
17,[00:40.76,I'm wishing I was back home,Happy
18,[00:41.97,I can feel your heart when we're apart,Happy
19,[00:45.04,Girl I'm on my way trust every word I say,Happy
20,[00:48.13,I can't wait to see your face,Happy
21,[00:51.17,And when I said goodbye,Happy
22,[00:52.94,I saw the tears in your eyes as you started to cry,Happy
23,[00:57.35,I took your hand and promised I'll be right back,Happy
24,[01:00.08,Girl I'm coming right back to see you smile,Happy
25,[01:02.79,So girl what I gotta do to make you see,Happy
26,[01:06.51,I mean what I say to you,Happy
27,[01:09.00,I'll send you a picture,Happy
28,[01:10.62,Let you know I miss ya,Happy
29,[01:12.12,Girls send me a kiss,Happy
30,[01:13.53,I can't wait to see ya,Happy
31,[01:14.30,,Happy
32,[01:14.82,Every minute every second,Happy
33,[01:16.97,Every hour of the day Iyiyi,Happy
34,[01:20.02,Every hour of the day Iyiyi,Happy
35,[01:22.92,Everytime that I'm away Iyiyi,Happy
36,[01:25.58,"Missing You, missing You",Happy
37,[01:26.86,Every moment that is stolen,Happy
38,[01:28.89,It can never be replaced Iyiyi,Happy
39,[01:31.90,Even if it's for a day Iyiyi,Happy
40,[01:34.90,I'm a text you up to say Iyiyi,Happy
41,[01:37.51,"Missing You, missing You",Happy
42,[01:38.59,,Happy
43,[01:39.07,Remember when we first met I had to tell you that,Happy
44,[01:42.15,I couldn't live without your love,Happy
45,[01:45.08,Baby I must confess we were the perfect match,Happy
46,[01:48.15,You were a gift sent from above,Happy
47,[01:50.77,When you're thinking about me text 1-4-3,Happy
48,[01:53.85,That means I love you girl,Happy
49,[01:56.08,I'll be your everything and all you need,Happy
50,[01:59.90,Oh baby let your heart take the lead,Happy
51,[02:02.32,Ooh so girl what I gotta do to make you see,Happy
52,[02:06.45,I mean what I say to you,Happy
53,[02:08.73,I'll send you a picture,Happy
54,[02:10.55,Let you know I miss ya,Happy
55,[02:12.10,Girl send me a kiss,Happy
56,[02:13.58,I can't wait to see ya,Happy
57,[02:14.50,,Happy
58,[02:15.00,Every minute every second,Happy
59,[02:17.07,Every hour of the day Iyiyi,Happy
60,[02:19.97,Every hour of the day Iyiyi,Happy
61,[02:22.95,Everytime that I'm away Iyiyi,Happy
62,[02:25.63,"Missing You, missing You",Happy
63,[02:26.92,Every moment that is stolen,Happy
64,[02:29.08,It can never be replaced Iyiyi,Happy
65,[02:31.91,Even if it's for a day Iyiyi,Happy
66,[02:34.91,I'm a text you up to say Iyiyi,Happy
67,[02:37.58,"Missing You, missing You",Happy
68,[02:38.40,,Happy
69,[02:38.91,Lil mama ain't nobody else I need you girl Iyiyi,Happy
70,[02:42.48,Got intentions just to please you girl and I try Iyiyi,Happy
71,[02:45.90,"Lady that's what you deserve, superfly Iyiyi",Happy
72,[02:48.91,Be more precious than a pearl I can't lie Iyiyi,Happy
73,[02:51.85,Pictures in my living room when I ride Iyiyi,Happy
74,[02:54.99,Dashboard digital to the sky Iyiyi,Happy
75,[02:57.65,So thankful that you're in my world so or die Iyiyi,Happy
76,[03:00.83,Baby I ain't kidding you,Happy
77,[03:02.36,I don't wanna be your distant man,Happy
78,[03:03.92,Tellin me I don't do enough for plans,Happy
79,[03:05.41,I really can't afford to let it hit the fan,Happy
80,[03:06.88,Girl every minute I wanna hold your hand,Happy
81,[03:08.43,Ain't no limit to the words I'm saying,Happy
82,[03:09.97,I don't wanna rock with a brand new band,Happy
83,[03:11.40,Just you lil mama that's grand,Happy
84,[03:12.90,"I've been all over the land, and",Happy
85,[03:14.10,,Happy
86,[03:14.60,Every minute every second,Happy
87,[03:16.95,Every hour of the day Iyiyi,Happy
88,[03:19.87,Every hour of the day Iyiyi,Happy
89,[03:22.84,Everytime that I'm away Iyiyi,Happy
90,[03:25.59,"Missing You, missing You",Happy
91,[03:27.00,Every moment that is stolen,Happy
92,[03:28.92,It can never be replaced Iyiyi,Happy
93,[03:31.89,Even if it's for a day Iyiyi,Happy
94,[03:34.95,I'm a text you up to say Iyiyi,Happy
95,[03:37.71,"Missing You, missing You",Happy
96,[03:39.51,,Happy
97,[03:40.76,Ohhh,Happy
98,[03:43.88,Oh oh yeah oh,Happy
99,[03:49.55,"I'm, I'm missing you",Happy
100,[03:52.15,,Happy
101,[03:53.69,Dedicate this song to YoYo @ Maxrnb,Happy
102,[03:55.47,,Happy
0,[00:21.84,Junk of the heart is junk of my mind,Happy
1,[00:28.02,"So hard to leave you all alone,",Happy
2,[00:34.73,We get so drunk that we can hardly see,Happy
3,[00:41.26,"What used to that, but you aren't me baby,",Happy
4,[00:48.12,See I notice nothing makes you shatter no no,Happy
5,[00:54.58,"You're a lover of the wild and a joker of the heart,",Happy
6,[00:59.83,But are you mine?,Happy
7,[01:02.47,,Happy
8,[01:02.81,Chorus,Happy
9,[01:03.06,"I wanna make you happy, I wanna make you feel alive,",Happy
10,[01:09.14,"Let me make you happy,",Happy
11,[01:12.38,"I wanna make you feel alive at night,",Happy
12,[01:15.89,I wanna make you happy ...... tonight.,Happy
13,[01:22.95,Yeah,Happy
14,[01:23.84,,Happy
15,[01:24.47,"A ship to be sunk, life is not a race,",Happy
16,[01:31.00,When I'm not happy I'm in disgrace,Happy
17,[01:37.83,So I spend time with pissing on you oh,Happy
18,[01:44.30,"You're a lover of the wild and a joker of the heart,",Happy
19,[01:49.41,But are you mine?,Happy
20,[01:51.60,,Happy
21,[01:51.95,Chorus,Happy
22,[01:52.25,"I wanna make you happy,",Happy
23,[01:55.27,"I wanna make you feel alive,",Happy
24,[01:58.61,"Let me make you happy,",Happy
25,[02:01.75,"I wanna make you feel alive at night,",Happy
26,[02:05.36,I wanna make you happy .....tonight.,Happy
27,[02:12.68,Yeah,Happy
28,[02:13.48,,Happy
29,[02:20.66,(la la-la-lala),Happy
30,[02:26.00,,Happy
31,[02:27.29,Still I notice nothing makes you shatter no no,Happy
32,[02:33.89,You're a lover of the wild and a joker of the heart.,Happy
33,[02:39.17,But are you mine?,Happy
34,[02:41.51,,Happy
35,[02:41.79,Chorus,Happy
36,[02:42.09,"I wanna make you happy,",Happy
37,[02:45.04,"I wanna make you feel alive,",Happy
38,[02:48.40,"Let me make you happy,",Happy
39,[02:51.62,"I wanna make you feel alive at night,",Happy
40,[02:54.91,I wanna make you happy ...tonight,Happy
41,[03:00.88,,Happy
0,[00:08.58,"Keep drinking coffee,",Happy
1,[00:09.81,Stare me down across the table,Happy
2,[00:12.58,While I look outside,Happy
3,[00:16.44,So many things I'd say if only I were able,Happy
4,[00:20.34,But I just keep quiet and count the cars that pass by,Happy
5,[00:24.65,"You've got opinions, man",Happy
6,[00:26.57,"We're all entitled to 'em, but I never asked",Happy
7,[00:31.78,"So let me thank you for your time,",Happy
8,[00:34.08,And try not to waste anymore of mine,Happy
9,[00:36.90,And get out of here fast,Happy
10,[00:39.99,I hate to break it to you babe,Happy
11,[00:43.60,but I'm not drowning,Happy
12,[00:46.47,There's no one here to save,Happy
13,[00:48.97,Who cares if you disagree?,Happy
14,[00:51.81,You are not me,Happy
15,[00:53.67,Who made you king of anything,Happy
16,[00:56.60,So you dare tell me who to be,Happy
17,[00:59.88,Who died and made you king of anything,Happy
18,[01:06.15,,Happy
19,[01:12.59,You sound so innocent  all full of good intent,Happy
20,[01:17.10,Swear you know best,Happy
21,[01:21.00,But you expect me to jump up on board with you,Happy
22,[01:25.01,And ride off into your delusional sunset,Happy
23,[01:28.85,,Happy
24,[01:29.30,I’m not the one who's lost with no direction,Happy
25,[01:33.21,But you'll never see,Happy
26,[01:36.47,You’re so busy making maps with my name on them in all caps,Happy
27,[01:41.46,You got the talking down  just not the listening,Happy
28,[01:44.50,,Happy
29,[01:44.98,And who cares if you disagree,Happy
30,[01:48.21,You are not me,Happy
31,[01:50.03,Who made you king of anything,Happy
32,[01:53.02,So you dare tell me who to be,Happy
33,[01:56.38,Who died and made you king of anything,Happy
34,[02:01.99,,Happy
35,[02:02.61,All my life I've tried to make everybody happy,Happy
36,[02:09.01,While I just hurt and hide,Happy
37,[02:14.60,Waiting for someone to tell me it's my turn to decide,Happy
38,[02:21.85,,Happy
39,[02:27.33,Who cares if you disagree,Happy
40,[02:30.59,You are not me,Happy
41,[02:32.34,Who made you king of anything,Happy
42,[02:35.21,So you dare tell me who to be,Happy
43,[02:38.67,Who died and made you king of anything,Happy
44,[02:43.59,Who cares if you disagree,Happy
45,[02:46.87,You are not me,Happy
46,[02:48.55,Who made you king of anything,Happy
47,[02:51.57,So you dare tell me who to be,Happy
48,[02:54.89,Who died and made you king of anything,Happy
49,[03:02.01,,Happy
50,[03:04.21,Let me hold your crown  babe,Happy
51,[03:06.58,,Happy
0,[00:31.14,Two tickets on a Chevrolet train,Happy
1,[00:33.71,I've got a suicide pact with your name,Happy
2,[00:36.06,,Happy
3,[00:37.88,You can doubt any doubt any move that is made,Happy
4,[00:41.25,cause I'm putting the worries to page,Happy
5,[00:44.04,,Happy
6,[00:45.86,In a flash you'll be quick to react,Happy
7,[00:48.36,I'm a useful spade for the grave,Happy
8,[00:50.70,,Happy
9,[00:52.84,Collect calls to the shadow in town,Happy
10,[00:55.46,So what were the chances of saying,Happy
11,[00:58.00,,Happy
12,[00:59.38,You must remove the skin and burn it all for fuel,Happy
13,[01:05.93,,Happy
14,[01:22.51,Knock out teeth to improve how you look,Happy
15,[01:25.04,,Happy
16,[01:25.88,And you're using your tongue for a flag,Happy
17,[01:27.65,,Happy
18,[01:29.62,You look tired in you funeral suit,Happy
19,[01:32.30,There's caskets for all to be had,Happy
20,[01:34.84,,Happy
21,[01:37.07,"Real estate cemetery, move over",Happy
22,[01:40.62,I'm useful as bones in the tomb,Happy
23,[01:42.23,,Happy
24,[01:44.36,Gas drinks for the shadow in town,Happy
25,[01:47.00,Because another record is due,Happy
26,[01:49.38,,Happy
27,[01:50.27,You must remove the skin and burn it all for fuel,Happy
28,[01:56.63,,Happy
29,[01:58.21,You must remove the skin and burn it all for fuel,Happy
30,[02:06.03,,Happy
0,[00:16.76,beside the green green grass,Happy
1,[00:19.31,swing swing (swing swing),Happy
2,[00:21.69,swing the spinning step,Happy
3,[00:23.93,you wear those shoes and,Happy
4,[00:25.66,i will wear that dress.,Happy
5,[00:27.44,ohhhh......,Happy
6,[00:28.46,kiss me,Happy
7,[00:30.80,beneath the milky twilight,Happy
8,[00:32.97,lead me,Happy
9,[00:35.38,"out on the moonlit floor,",Happy
10,[00:37.92,lift your open hand,Happy
11,[00:40.04,strike up the band and,Happy
12,[00:41.62,make the fog lights dance,Happy
13,[00:43.35,silver moon sparkling.,Happy
14,[00:48.35,"So, kiss me.",Happy
15,[00:59.33,Kiss me (kiss me),Happy
16,[01:01.31,Down by the broken treehouse,Happy
17,[01:03.82,Swing me (swing me),Happy
18,[01:05.95,"upon it's hanging tire,",Happy
19,[01:08.65,Bring bring (bring bring),Happy
20,[01:10.83,bring your flowerhat,Happy
21,[01:13.17,we'll take the trail marked on your,Happy
22,[01:15.31,"father's map, ohhhhh",Happy
23,[01:17.81,instrumental section,Happy
24,[01:20.11,OHHH....kiss me,Happy
25,[01:21.12,beneath the milky twilight,Happy
26,[01:22.39,lead me,Happy
27,[01:24.63,"out on the moonlit floor,",Happy
28,[01:27.54,lift your open hand,Happy
29,[01:29.37,strike up the band and,Happy
30,[01:30.89,make the fog lights dance,Happy
31,[01:32.41,silver moon sparkling.,Happy
32,[01:37.75,"So, kiss me.",Happy
33,[01:43.05,,Happy
0,[00:12.80,Lisa likes brandy and the way it hits her lips,Happy
1,[00:15.28,She's a rock 'n' roll survivor with pendulum hips,Happy
2,[00:18.05,She's got deep brown eyes that've seen it all,Happy
3,[00:21.84,,Happy
4,[00:24.21,Working at a nightclub that was called The Avenue,Happy
5,[00:26.94,"The bar men used to call her ""Little Lisa, Looney Tunes""",Happy
6,[00:29.78,She went down on almost anyone,Happy
7,[00:33.85,,Happy
8,[00:35.74,From the hard time living 'til the Chelsea days,Happy
9,[00:38.64,From when her hair was sweet blonde 'til the day it turned gray,Happy
10,[00:41.90,"She said, ""L.I.F.E.G.O.E.S.O.N.",Happy
11,[00:44.75,"You've got more than money and sense, my friend",Happy
12,[00:47.49,"You've got heart and you're going your own way""",Happy
13,[00:51.38,,Happy
14,[00:53.47,"""L.I.F.E.G.O.E.S.O.N.",Happy
15,[00:56.37,What you don't have now will come back again,Happy
16,[00:59.09,"You've got heart and you're going your own way""",Happy
17,[01:03.13,,Happy
18,[01:16.89,Some people wear their history like a map on their face,Happy
19,[01:19.80,And Joey was an artist just living out of case,Happy
20,[01:22.49,But his best work was his letters home,Happy
21,[01:26.27,,Happy
22,[01:28.49,Extended works of fiction about imaginary success,Happy
23,[01:31.36,The chorus girls in neon were his closest things to friends,Happy
24,[01:34.18,"But to a writer, the truth is no big deal",Happy
25,[01:38.15,,Happy
26,[01:40.17,From the hard time living to the sleepless nights,Happy
27,[01:42.81,And the black and blue body from the weekend fights,Happy
28,[01:45.77,"He'd say, ""L.I.F.E.G.O.E.S.O.N.",Happy
29,[01:49.16,"You've got more than money and sense, my friend",Happy
30,[01:52.01,"You've got heart and you're going your own way""",Happy
31,[01:56.10,,Happy
32,[01:57.80,"""L.I.F.E.G.O.E.S.O.N.",Happy
33,[02:00.69,What you don't have now will come back again,Happy
34,[02:03.42,"You've got heart and you're going your own way""",Happy
35,[02:07.67,,Happy
36,[02:09.81,"On my last night on Earth, I won't look to the sky",Happy
37,[02:15.10,Just breathe in the air and blink in the light,Happy
38,[02:21.08,"On my last night on Earth, I'll pay a high price",Happy
39,[02:26.74,to have no regrets and be done with my life,Happy
40,[02:32.07,,Happy
41,[02:56.59,[02:33.32,Happy
42,[02:59.18,[02:35.85,Happy
43,[03:01.89,[02:38.54,Happy
44,[03:06.13,[02:43.03,Happy
45,[03:08.03,[02:44.87,Happy
46,[03:10.83,[02:47.65,Happy
47,[03:13.66,[02:50.21,Happy
48,[03:17.75,[02:54.41,Happy
0,[00:23.76,Last night I dreamt of San Pedro,Happy
1,[00:29.04,"Just like I'd never gone, I knew the song",Happy
2,[00:33.59,A young girl with eyes like the desert,Happy
3,[00:38.78,"It all seems like yesterday, not far away",Happy
4,[00:43.00,Chorus,Happy
5,[00:43.33,Tropical the island breeze,Happy
6,[00:45.81,"All of nature, wild and free",Happy
7,[00:47.92,This is where I long to be,Happy
8,[00:50.11,La isla bonita,Happy
9,[00:53.12,And when the samba played,Happy
10,[00:55.12,The sun would set so high,Happy
11,[00:57.62,Ring through my ears and sting my eyes,Happy
12,[00:59.56,You Spanish lullaby,Happy
13,[01:04.15,,Happy
14,[01:11.73,I fell in love with San Pedro,Happy
15,[01:17.22,"Warm wind carried on the sea, he called to me",Happy
16,[01:21.69,Te dijo te amo,Happy
17,[01:26.95,I prayed taht the days would last,Happy
18,[01:29.65,They went so fast,Happy
19,[01:31.02,,Happy
20,[01:31.41,Tropical the island breeze,Happy
21,[01:33.55,"All of nature, wild and free",Happy
22,[01:35.92,This is where I long to be,Happy
23,[01:38.08,La isla bonita,Happy
24,[01:41.05,And when the samba played,Happy
25,[01:43.19,The sun would set so high,Happy
26,[01:45.38,Ring through my ears and sting my eyes,Happy
27,[01:47.58,You Spanish lullaby,Happy
28,[01:50.44,,Happy
29,[02:00.09,I want to be where the sun warms the sky,Happy
30,[02:04.35,When it's time for siesta you can watch them go by,Happy
31,[02:09.37,"Beautiful faces, no cares in this world",Happy
32,[02:13.90,Where a girl loves a boy,Happy
33,[02:16.01,And a boy loves a girl,Happy
34,[02:22.78,,Happy
35,[02:30.97,Last night I dreamt of San Pedro,Happy
36,[02:36.27,"It all seems like yesterday, not far away",Happy
37,[02:40.80,,Happy
38,[02:40.86,Tropical the island breeze,Happy
39,[02:43.09,"All of nature, wild and free",Happy
40,[02:45.43,This is where I long to be,Happy
41,[02:47.87,La isla bonita,Happy
42,[02:50.60,And when the samba played,Happy
43,[02:52.89,The sun would set so high,Happy
44,[02:55.00,Ring through my ears and sting my eyes,Happy
45,[02:57.12,You Spanish lullaby,Happy
46,[03:01.10,Tropical the island breeze,Happy
47,[03:03.45,"All of nature, wild and free",Happy
48,[03:05.74,This is where I long to be,Happy
49,[03:08.07,La isla bonita,Happy
50,[03:10.95,And when the samba played,Happy
51,[03:13.12,The sun would set so high,Happy
52,[03:15.15,Ring through my ears and sting my eyes,Happy
53,[03:17.53,You Spanish lullaby,Happy
54,[03:20.36,,Happy
0,[00:10.99,"Take the last train to Clarksville,",Happy
1,[00:13.33,"And I'll meet you at station,the",Happy
2,[00:15.58,"You can be here by four-thirty,",Happy
3,[00:18.23,"'Cause I've made your reservation, don't be slow,",Happy
4,[00:22.03,,Happy
5,[00:22.84,"Oh, no, no, no,",Happy
6,[00:24.65,,Happy
7,[00:25.28,"Oh, no, no, no.",Happy
8,[00:26.65,,Happy
9,[00:28.02,"'Cause I'm leaving in the morning,",Happy
10,[00:30.52,"And I must see you again,",Happy
11,[00:32.86,We'll have one more night together,Happy
12,[00:35.41,"'Til the morning brings my train and I must go,",Happy
13,[00:38.90,,Happy
14,[00:39.53,"Oh, no, no, no,",Happy
15,[00:41.96,"Oh, no, no, no,",Happy
16,[00:44.23,,Happy
17,[00:44.84,And I don't know if I'm ever coming home.,Happy
18,[00:48.61,,Happy
19,[00:52.55,"Take the last train to Clarksville,",Happy
20,[00:55.06,"I'll be waiting at the station,",Happy
21,[00:57.31,"We'll have time for coffee-flavored kisses,",Happy
22,[00:59.86,,Happy
23,[01:00.43,"And a bit of conversation, oh,",Happy
24,[01:03.93,"Oh, no, no, no,",Happy
25,[01:06.57,"Oh, no, no, no.",Happy
26,[01:10.02,"Da-da-da-da-da-da,",Happy
27,[01:19.14,"Take the last train to Clarksville,",Happy
28,[01:21.88,"Now, I must hang up the phone,",Happy
29,[01:24.20,"I can't hear you in this noisy railroad station,",Happy
30,[01:27.90,"All alone, I'm feeling low.",Happy
31,[01:30.77,"Oh, no, no, no,",Happy
32,[01:33.15,"Oh, no, no, no,",Happy
33,[01:35.85,And I don't know if I'm ever coming home.,Happy
34,[01:39.84,,Happy
35,[01:43.71,Oh...,Happy
36,[01:44.71,,Happy
37,[01:58.06,"Take the last train to Clarksville,",Happy
38,[02:00.56,"And I'll meet you at the station,",Happy
39,[02:02.99,"You can be here by four-thirty,",Happy
40,[02:05.33,"'Cause I've made your reservation, don't be slow,",Happy
41,[02:09.57,"Oh, no, no, no,",Happy
42,[02:12.19,"Oh, no, no, no,",Happy
43,[02:14.56,And I don't know if I'm ever coming home.,Happy
44,[02:18.66,,Happy
45,[02:22.34,"Take the last train to Clarksville,",Happy
46,[02:25.95,,Happy
47,[02:27.20,"Take the last train to Clarksville,",Happy
48,[02:30.33,,Happy
49,[02:32.01,"Take the last train to Clarksville,",Happy
50,[02:35.31,,Happy
51,[02:36.80,Take the last train to Clarksville.,Happy
0,[00:10.04,Riding through the city on my bike all day,Happy
1,[00:12.40,Cause the filth took away my licence,Happy
2,[00:14.58,It doesn't get me down and I feel ok,Happy
3,[00:17.05,Cause the sights that I'm seeing are priceless,Happy
4,[00:19.69,Everything seems to look as it should,Happy
5,[00:22.08,But I wonder what goes on behind doors,Happy
6,[00:24.44,"A fella looking dapper, but he's sittin with a slapper",Happy
7,[00:26.90,Then I see it's a pimp and his crack whore,Happy
8,[00:29.35,You might laugh you might frown,Happy
9,[00:34.15,Walkin' round London town,Happy
10,[00:38.78,Sun is in the sky oh why oh why ?,Happy
11,[00:40.97,Would I wanna be anywhere else,Happy
12,[00:43.58,Sun is in the sky oh why oh why ?,Happy
13,[00:46.03,Would I wanna be anywhere else,Happy
14,[00:48.42,When you look with your eyes,Happy
15,[00:50.98,Everything seems nice,Happy
16,[00:53.53,But if you look twice,Happy
17,[00:55.95,you can see it's all lies,Happy
18,[00:58.08,"There was a little old lady, who was walkin down the road",Happy
19,[01:00.24,She was struggling with bags from Tesco,Happy
20,[01:02.50,There were people from the city havin lunch in the park,Happy
21,[01:05.09,I believe that it's called al fresco,Happy
22,[01:07.42,Then a kid came along to offer a hand,Happy
23,[01:09.87,But before she had time to accept it,Happy
24,[01:11.11,"hits her over the head, doesn't care if she's dead",Happy
25,[01:14.60,,Happy
26,[01:17.51,You might laugh you might frown,Happy
27,[01:21.81,walkin round London town,Happy
28,[01:26.57,Sun is in the sky oh why oh why ?,Happy
29,[01:28.72,Would I wanna be anywhere else,Happy
30,[01:31.42,Sun is in the sky oh why oh why ?,Happy
31,[01:33.81,Would I wanna be anywhere else,Happy
32,[01:36.25,When you look with your eyes,Happy
33,[01:38.76,Everything seems nice,Happy
34,[01:41.19,But if you look twice,Happy
35,[01:43.57,you can see it's all lies,Happy
36,[01:45.94,"Life, that's city life, yeah that's city life, that's city life",Happy
37,[01:55.30,"Life, that's city life, yeah that's city life, that's city life",Happy
38,[02:04.98,Sun is in the sky oh why oh why ?,Happy
39,[02:07.12,Would I wanna be anywhere else,Happy
40,[02:09.66,Sun is in the sky oh why oh why ?,Happy
41,[02:12.15,Would I wanna be anywhere else,Happy
42,[02:14.56,Sun is in the sky oh why oh why ?,Happy
43,[02:16.87,Would I wanna be anywhere else,Happy
44,[02:19.28,Sun is in the sky oh why oh why ?,Happy
45,[02:21.48,Would I wanna be anywhere else,Happy
46,[02:24.66,When you look with your eyes,Happy
47,[02:26.51,Everything seems nice,Happy
48,[02:28.74,But if you look twice,Happy
49,[02:31.33,you can see it's all lies,Happy
50,[02:33.87,When you look with your eyes,Happy
51,[02:36.16,Everything seems nice,Happy
52,[02:38.60,But if you look twice,Happy
53,[02:41.81,you can see it's all lies,Happy
54,[02:59.51,By ~Lily~,Happy
0,[00:00.20,so go ahead and ask her,Happy
1,[00:05.19,for happy ever after,Happy
2,[00:09.63,cause nobody knows what’s coming,Happy
3,[00:14.00,so why not take a chance on loving,Happy
4,[00:18.96,"come on, pour the glass and tempt me",Happy
5,[00:23.42,either half-full or half-empty,Happy
6,[00:28.04,cause if it all comes down to flavor,Happy
7,[00:30.76,the glass is tipping in my favor,Happy
8,[00:34.47,life gave me lemonade and i can’t imagine why,Happy
9,[00:39.14,"born on a sunny day, beneath a tangerine sky",Happy
10,[00:44.13,i live life without pretending,Happy
11,[00:46.51,i’m a sucker for happy endings,Happy
12,[00:48.89,thanks for the lemonade,Happy
13,[00:53.49,thanks for the lemonade!,Happy
14,[00:56.54,now take your time to answer me,Happy
15,[01:00.67,for the beauty of romancing,Happy
16,[01:05.31,is to calm your trembling hand with mine,Happy
17,[01:10.34,while begging love to fill your eyes,Happy
18,[01:14.83,i can hardly breathe while waiting,Happy
19,[01:19.15,to find out what your heart is saying,Happy
20,[01:23.88,and as we’re swirling in this flavor,Happy
21,[01:26.48,the world is tilting in our favor,Happy
22,[01:30.33,life gave me lemonade and i can’t imagine why,Happy
23,[01:35.06,"born on a sunny day, beneath a tangerine sky",Happy
24,[01:40.00,i live life without pretending,Happy
25,[01:42.31,i’m a sucker for happy endings,Happy
26,[01:44.69,thanks for the lemonade,Happy
27,[01:49.25,thanks for the lemonade!,Happy
28,[01:51.68,i’ve got it made rest in the shade,Happy
29,[01:54.19,and hold my love while god above,Happy
30,[01:56.37,stirs wiith a spoon,Happy
31,[01:57.47,we share the moon,Happy
32,[01:58.64,smile at the bees,Happy
33,[01:59.81,more sugar please,Happy
34,[02:00.98,he really loves us after all,Happy
35,[02:03.40,we’re gonna need another straw!,Happy
36,[02:08.03,we’re gonna need another straw!,Happy
37,[02:15.62,coz life gave me lemonade and i can’t imagine why,Happy
